ort;location;lat;lon
[Chevron];;;
[Frankfurt a. M.-Höchst];Höchst, West, Frankfurt am Main, Hessen, Deutschland;50.0995118;8.5452956
[Lexington];;;
Frankfurt a. M. [21. Hadrianstr. 11];11, Hadrianstraße, Heddernheim, Nord-West, Frankfurt am Main, Hessen, 60439, Deutschland;50.152790499999995;8.63632225681788
Marburg/Lahn, Hessisches Staatsarchiv;;;
Hamburg 36, Postschließfach 7473;;;
Duisburg;Duisburg, Nordrhein-Westfalen, Deutschland;51.434999;6.759562
Eisenstadt;Eisenstadt, Burgenland, Österreich;47.83875775;16.536215864955643
Eltville;Eltville, Eltville am Rhein, Rheingau-Taunus-Kreis, Hessen, 65343, Deutschland;50.05575125;8.08935315370493
[Rom];;;
Hattingen-Ruhr;Hattingen (Ruhr), Baak, Hattingen, Ennepe-Ruhr-Kreis, Nordrhein-Westfalen, 45525, Deutschland;51.4008893;7.1692053
Reinbek b. Hamburg;;;
Zollikon/Zürich;Zollikon, Bezirk Meilen, Zürich, 8702, Schweiz/Suisse/Svizzera/Svizra;47.3395679;8.5761264
Stuttgart-Möhringen;Stuttgart-Möhringen, A 8, Fasanenhof, Stuttgart, Aichtal, Baden-Württemberg, 70565, Deutschland;48.7081446;9.1499966
Edinburgh;City of Edinburgh, Scotland, United Kingdom;55.9533456;-3.1883749
Glashütten/Taunus;Parkplatz Landsgraben, Kaltebornsweg, Glashütten, Hochtaunuskreis, Hessen, 61479, Deutschland;50.1786255;8.4008164
Montreal;Montréal, Agglomération de Montréal, Montréal (06), Québec, Canada;45.4972159;-73.6103642
Murnau;Murnau am Staffelsee, Landkreis Garmisch-Partenkirchen, Bayern, 82418, Deutschland;47.6778816;11.2011903
Bad Coisern;;;
[Schleswig];;;
Kazań;Казань, городской округ Казань, Татарстан, Приволжский федеральный округ, Россия;55.7823547;49.1242266
Krakau;Kraków, powiat wielicki, województwo małopolskie, Polska;50.0469432;19.997153435836697
Mainz [, Rheinallee 33];33, Rheinallee, Bodenheim, Landkreis Mainz-Bingen, Rheinland-Pfalz, 55294, Deutschland;49.93225875;8.315111333725273
°Abo;;;
Krakau [Annagasse 5];Kraków, powiat wielicki, województwo małopolskie, Polska;50.0469432;19.997153435836697
Tel-'Ābib;תל אביב-יפו, נפת תל אביב, מחוז תל אביב, ישראל;32.0852997;34.7818064
Solothurn;Solothurn, Schweiz/Suisse/Svizzera/Svizra;47.31874;7.6698284
Röthing;Am Rothing, Neuses, Kronach, Landkreis Kronach, Bayern, 96317, Deutschland;50.2110426;11.3033589
[Berlin C];;;
[Leipzig;Leipzig, Sachsen, Deutschland;51.3406321;12.3747329
Hannover];Hannover, Region Hannover, Niedersachsen, Deutschland;52.3744779;9.7385532
M[alente-]G[remsmühlen], Ost-Holstein, Haus Bucheneck];;;
Pei ching;澳門培正中學 Escola Secundária Pui Ching, 7, 高士德大馬路 Avenida de Horta e Costa, 塔石 Tap Siac, 望德堂區 São Lázaro, 澳門 Macau, 853, 龙虬庄文化;22.20137015;113.54794752370336
Münster i. W., Cördesstr. 32;;;
Hanau/Main;Main, Dietesheim, Mühlheim am Main, Landkreis Offenbach, Hessen, 63456, Deutschland;50.1251078;8.871792
Helmaestadii;;;
Jerūšālajim;ישיבת עטרת כוהנים, الواد, הרובע המוסלמי, העיר העתיקה, ירושלים, נפת ירושלים, מחוז ירושלים, no, ישראל;31.77974845;35.232464843123935
Frankfort o. M.;M, Ellis Road, Flughafen, Süd, Frankfurt am Main, Hessen, 60549, Deutschland;50.0444151;8.5960226
Zollikon;Zollikon, Bezirk Meilen, Zürich, 8702, Schweiz/Suisse/Svizzera/Svizra;47.3395679;8.5761264
Wandsbeck;Wandsbeck, Wilnecote, Tamworth, Staffordshire, West Midlands, England, B77 2NU, United Kingdom;52.6113652;-1.670108
Paris VIII, 160, Faubourg Saint-Honoré;Faubourg Saint-Honoré, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France;48.8724928;2.3100024
Oschatz;Oschatz, Nordsachsen, Sachsen, 04758, Deutschland;51.297984;13.1082637
Scarsdale, NY;Scarsdale, Westchester County, New York, 10583, United States;40.9880495;-73.7974133
Grünwald-München;Grünwald, Landkreis München, Bayern, 82031, Deutschland;48.0486558;11.5300727
Leipzig, Waldstr. 47;47, Waldstraße, Waldstraßenviertel, Zentrum-Nordwest, Mitte, Leipzig, Sachsen, 04105, Deutschland;51.346259700000004;12.35648394256163
Berlin[-Pankow];Pankow, Berlin, Deutschland;52.5979174;13.435316
Gmünd (schwäb.);;;
Neu-Ulm;Neu-Ulm, Landkreis Neu-Ulm, Bayern, Deutschland;48.3954965;10.00589
Berlin [Charlottenburg, Uhlandstr. 191];191, Uhlandstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10623, Deutschland;52.5062221;13.3259908
Ascona/Tessin;Ascona, Circolo dell'Isole, Distretto di Locarno, Ticino, 6612, Schweiz/Suisse/Svizzera/Svizra;46.1554222;8.7707865
Moskva {[usw.];;;
[Breslau];;;
Greiz;Greiz, Thüringen, Deutschland;50.7783814;12.0763533
Münchenstein b. Basel;Münchenstein, Bezirk Arlesheim, Basel-Landschaft, Schweiz/Suisse/Svizzera/Svizra;47.5187909;7.6174515
Erlangen, Sieboldstr. 17;Sieboldstraße, Siemens, Sebaldussiedlung, Erlangen, Bayern, 91052, Deutschland;49.5901019;11.0116616
Tel-Abib;תל אביב-יפו, נפת תל אביב, מחוז תל אביב, ישראל;32.0852997;34.7818064
Grosspriesen;Velké Březno, okres Ústí nad Labem, Ústecký kraj, Severozápad, 40323, Česko;50.662703;14.1417394
[Prag];;;
Barcelona {[usw.];;;
New Haven;New Haven, New Haven County, Connecticut, United States;41.298434349999994;-72.93102342707913
Wien III [, Hintere Zollamtsstrasse 3];3, Hintere Zollamtsstraße, Weißgerber, KG Landstraße, Landstraße, Wien, 1030, Österreich;48.211811;16.3872703
Zurich;Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra;47.3744489;8.5410422
Petersburg;Санкт-Петербург, Северо-Западный федеральный округ, 190000, Россия;59.938732;30.316229
[Berlin SW. 68, Markgrafenstr. 87];87, Markgrafenstraße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10969, Deutschland;52.503340800000004;13.39471364867439
Reykjavík;Reykjavíkurborg, Höfuðborgarsvæðið, Ísland;64.145981;-21.9422367
Bad Sooden-Allendorf;Bad Sooden-Allendorf, Berkatal, Werra-Meißner-Kreis, Hessen, 37242, Deutschland;51.2695391;9.9719975
Zerkall über Düren/Rhld;;;
M[alente-]Gremsmühlen, Ost-Holstein, Haus Bucheneck;;;
[Prag, Zlatnická 4];1127/4, Zlatnická, Nové Město, Hlavní město Praha, Praha, 11000, Česko;50.0901484;14.4323987
En Lipsia tēs Saxōnias;;;
[Malente-Gremsmühlen, Ost-Holstein, Hans Bucheneck];;;
M[alente-]G[remsmühlen, Ost-Holstein, Haus Bucheneck];;;
Schwarzenberg/Sa.;Černá Hora, okres Blansko, Jihomoravský kraj, Jihovýchod, 67921, Česko;49.39436775;16.578351025398156
Bunzlau i. Schl.;;;
[Rondebosch];;;
Dlingiae;;;
Francofurti;;;
Niedersedlitz (Sachsen);Niedersedlitz, Prohlis, Dresden, Sachsen, 01257, Deutschland;50.9989308;13.814592593226756
Hannovre;Résidence Hannovre, 213, Chaussée de Vleurgat - Vleurgatse Steenweg, Tenbosch - Tenbos, Ixelles - Elsene, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, België / Belgique / Belgien;50.8205151;4.365937777366864
Tēl-'Ābib;תל אביב-יפו, נפת תל אביב, מחוז תל אביב, ישראל;32.0852997;34.7818064
Tôkyô;東京都, 日本;35.6828387;139.7594549
Jerūšalājim;ישיבת עטרת כוהנים, الواد, הרובע המוסלמי, העיר העתיקה, ירושלים, נפת ירושלים, מחוז ירושלים, no, ישראל;31.77974845;35.232464843123935
Leipzig-Gautzsch;Gautzsch, Markkleeberg-West, Markkleeberg, Landkreis Leipzig, Sachsen, 04416, Deutschland;51.2807008;12.3571872
Lexington;Lexington, Fayette County, Kentucky, United States;38.0464066;-84.4970393
"Hamburg 11, Brandstwiete 29, ""Dovenhof""";;;
Berlin-Lichterfelde;Lichterfelde, Steglitz-Zehlendorf, Berlin, Deutschland;52.437293;13.3138645
Berlin S 42, Luisenufer 1;;;
Hellerau b. Dresden;Hellerau, Klotzsche, Dresden, Sachsen, 01109, Deutschland;51.1126122;13.7595615
München [23, Kaiserstr. 54];54, Kaiserstraße, Bezirksteil Neuschwabing, Schwabing-West, München, Bayern, 80801, Deutschland;48.1613011;11.5759353
Marbach;Marbach, Wahlkreis Rheintal, Sankt Gallen, 9437, Schweiz/Suisse/Svizzera/Svizra;47.3919868;9.5686092
Delft;Delft, Zuid-Holland, Nederland;51.999457199999995;4.362724538543995
Freiburg (Baden);Freiburg im Breisgau, Baden-Württemberg, Deutschland;47.9960901;7.8494005
Frankfurt a. M. [Großer Hirschgraben 23];Frankfurt, María Eislers, Placeres, Valparaíso, Provincia de Valparaíso, Región de Valparaíso, 2390382, Chile;-33.0456268;-71.5821353
[London E. C.];East Close, Cockfosters, London Borough of Enfield, London, Greater London, England, EN4 0AU, United Kingdom;51.6495285;-0.1457448
Burg b. Magdeburg;Magdeburg, Sachsen-Anhalt, Deutschland;52.1315889;11.6399609
Malmoe;Malmö, Malmö kommun, Skåne län, Sverige;55.6052931;13.0001566
[Prague];;;
Karlsruhe, gottesauerstr. 16;16, Gottesauer Straße, Oststadt Westlicher Teil, Oststadt, Karlsruhe, Baden-Württemberg, 76131, Deutschland;49.00677995;8.419986833061639
Leipzig, Museum d. Bild. Künste;;;
Laibixi [Leipzig];;;
Salamanca;Salamanca, Castilla y León, España;40.9651572;-5.6640182
Maintal-Hochstadt, [Am Felsenkeller 26];Hochstadt, Maintal, Main-Kinzig-Kreis, Hessen, 63477, Deutschland;50.1530587;8.8326859
°Arhus;;;
Croix-de-Rozon, Genève;Croix-de-Rozon, Bardonnex, Grand Genève, Genève, 1257, Schweiz/Suisse/Svizzera/Svizra;46.145104;6.1364619
Kišinėu;Chișinău, Sectorul Buiucani, Municipiul Chișinău, Moldova;47.0245117;28.8322923
Sverdlovsk;Екатеринбург, городской округ Екатеринбург, Свердловская область, Уральский федеральный округ, Россия;56.839104;60.60825
Almaty;Алматы, Қазақстан;43.2363924;76.9457275
Varna;Варна, Бългaрия;43.2073873;27.9166653
Bâle;Basel, Basel-Stadt, Schweiz/Suisse/Svizzera/Svizra;47.5581077;7.5878261
Rotterdam;Rotterdam, 1207, Weena, CS-Kwartier, Centrum, Rotterdam, Zuid-Holland, Nederland, 3013AL, Nederland;51.9228934;4.4631786
Poole, Dorset;Poole, Bear Cross, Bournemouth, Christchurch and Poole, South West England, England, United Kingdom;50.74020055;-1.9537512539581008
Ciudad de La Habana;La Habana, Tláhuac, Ciudad de México, 13050, México;19.2527384;-98.9755048
San Francisco;San Francisco, San Francisco City and County, San Francisco, California, United States;37.7790262;-122.419906
La @Habana;La Habana, Cuba;23.135305;-82.3589631
Kyi͏̈v;Київ, Україна;50.4500336;30.5241361
[Bratislava];;;
Bolzano;Bolzano - Bozen, Trentino-Alto Adige/Südtirol, Italia;46.65594215;11.229637264169462
[København];;;
Milwaukee, Wisc.;;;
Madison, Wisc.;WISC-TV (Madison), Daytona Beach Drive, Madison, Dane County, Wisconsin, 53711, United States;43.0301413;-89.5048643
Garden City, N. Y.;Garden City, Finney County, Kansas, United States;37.9716898;-100.8726618
Kii͏̈v;Київ, Україна;50.4500336;30.5241361
W Tarnowie;Katedra pw. Narodzenia Najświętszej Maryi Panny w Tarnowie, Plac Katedralny, Śródmieście, Tarnów, województwo małopolskie, 33-100, Polska;50.013064;20.98714016962834
w Rzeszowie;TVP Rzeszów, 6, Aleja majora Wacława Kopisto, Czekaj, Mieszka I, Rzeszów, województwo podkarpackie, 35-310, Polska;50.02909435;22.011232132311683
Roskilde;Roskilde, Roskilde Kommune, Region Sjælland, 4000, Danmark;55.6433478;12.0819247
Kraków {[u.a.];A, 22, Biskupa Piotra Tomickiego, Łęg, Czyżyny, Kraków, województwo małopolskie, 31-982, Polska;50.0660428;20.023055553566884
Princeton, N. J.;Princeton, Mercer County, New Jersey, United States;40.3492744;-74.6592958
Ruvigliana;Ruvigliana, Circolo di Lugano est, Lugano, Distretto di Lugano, Ticino, 6977, Schweiz/Suisse/Svizzera/Svizra;46.0037574;8.978944
Buffalo;Buffalo, Erie County, New York, United States;42.8867166;-78.8783922
Detroit;Detroit, Wayne County, Michigan, United States;42.3315509;-83.0466403
Chapel Hill;Chapel Hill, Orange County, North Carolina, United States;35.9131542;-79.05578
Athens;Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς;37.9839412;23.7283052
[London];;;
[Madrid];;;
Princeton;Princeton, Mercer County, New Jersey, United States;40.3492744;-74.6592958
Drezden;Dresden, Sachsen, Deutschland;51.0493286;13.7381437
New-York;New York, United States;40.7127281;-74.0060152
Passau;Passau, Bayern, Deutschland;48.5748229;13.4609744
[Salzburg];;;
Tübingen/Neckar;Rottenburg am Neckar, Verwaltungsgemeinschaft Rottenburg am Neckar, Landkreis Tübingen, Baden-Württemberg, 72108, Deutschland;48.47696;8.9336788
[Gütersloh];Gütersloh, Kreis Gütersloh, Nordrhein-Westfalen, Deutschland;51.9063997;8.3782078
Aschaffenburg;Aschaffenburg, Bayern, Deutschland;49.9740542;9.1493636
Frankfurt a.M.;Frankfurt, María Eislers, Placeres, Valparaíso, Provincia de Valparaíso, Región de Valparaíso, 2390382, Chile;-33.0456268;-71.5821353
Greenwich, Conn.;Greenwich, Fairfield County, Connecticut, United States;41.0264862;-73.6284598
[Greenwich Conn.;Greenwich, Fairfield County, Connecticut, United States;41.0264862;-73.6284598
Mailand];Milano, Lombardia, Italia;45.4668;9.1905
Weinheim/Bergstr.;Weinheim, Rhein-Neckar-Kreis, Baden-Württemberg, 69469, Deutschland;49.5462349;8.6717458
Baden-Baden;Baden-Baden, Baden-Württemberg, Deutschland;48.7580777;8.2415239
Aalen;Aalen, Verwaltungsgemeinschaft Aalen, Ostalbkreis, Baden-Württemberg, Deutschland;48.8362705;10.0931765
Gernsbach/Baden;Gernsbach, Vereinbarte Verwaltungsgemeinschaft Gernsbach, Landkreis Rastatt, Baden-Württemberg, 76593, Deutschland;48.7636394;8.3379924
Prague [Prag];Praha, Česko;50.0596288;14.446459273258009
Bad Münster a. Stein;Bad Münster am Stein, B 48, Bad Münster am Stein-Ebernburg, Bad Kreuznach, Landkreis Bad Kreuznach, Rheinland-Pfalz, 55583, Deutschland;49.8135462;7.8471929
Zollikerberg-Zürich;Zollikerberg, Zollikon, Bezirk Meilen, Zürich, 8702, Schweiz/Suisse/Svizzera/Svizra;47.3456637;8.5993998
Düren/Rhl.;;;
Freudenstadt;Freudenstadt, Vereinbarte Verwaltungsgemeinschaft Freudenstadt, Landkreis Freudenstadt, Baden-Württemberg, 72250, Deutschland;48.4637727;8.4111727
Stierstadt i.Ts;Stierstadt, Oberursel, Hochtaunuskreis, Hessen, 61440, Deutschland;50.185593;8.5781339
Halle/Saale;Halle (Saale), Sachsen-Anhalt, Deutschland;51.4825041;11.9705452
[Wiesbaden];;;
Frechen;Frechen, Rhein-Erft-Kreis, Nordrhein-Westfalen, 50226, Deutschland;50.9096219;6.8081935
Ebenhausen b. München;Ebenhausen, Schäftlarn, Landkreis München, Bayern, 82067, Deutschland;47.9788079;11.4534323
Pfullingen;Pfullingen, Landkreis Reutlingen, Baden-Württemberg, 72793, Deutschland;48.4656748;9.2254982
São Paulo;São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil;-23.5506507;-46.6333824
Starnberg am See;Am See, Possenhofen, Pöcking, Landkreis Starnberg, Bayern, 82343, Deutschland;47.9503189;11.30811
Söcking;Socking, Breiteich, Windorf, Landkreis Passau, Bayern, 94575, Deutschland;48.6704713;13.251015495461793
Starnberg a.S.;Starnberg, Landkreis Starnberg, Bayern, 82319, Deutschland;48.0001038;11.3508972
Alfeld/Leine;Alfeld (Leine), Landkreis Hildesheim, Niedersachsen, 31061, Deutschland;51.9863077;9.8247473
Heidelberg-Waibstadt;;;
Dortmund-Hörde;Dortmund-Hörde, Schildstraße, Hörde, Dortmund, Nordrhein-Westfalen, 44263, Deutschland;51.4877621;7.5002259
[Zürich;Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra;47.3744489;8.5410422
Weiningen [b.] Zürich [Bruderberg];Weiningen (ZH), Bezirk Dietikon, Zürich, Schweiz/Suisse/Svizzera/Svizra;47.4199708;8.4366271
Calw;Calw, Verwaltungsgemeinschaft Calw, Landkreis Calw, Baden-Württemberg, 75365, Deutschland;48.7112108;8.7452043
[Frankfurt a.M.];Frankfurt, María Eislers, Placeres, Valparaíso, Provincia de Valparaíso, Región de Valparaíso, 2390382, Chile;-33.0456268;-71.5821353
Offenbach a.M.;Offenbach, Hinterbauernhof, Hornberg, Ortenaukreis, Baden-Württemberg, 78132, Deutschland;48.20867;8.2016407
Ulm-Söflingen;Ulm-Söflingen, Bahnhof Söflingen, Eselsberg, Ulm, Baden-Württemberg, 89075, Deutschland;48.4027236;9.9588932
Ratingen b. Düsseldorf;JVA Düsseldorf, Oberhausener Straße, ABB, West, Ratingen, Kreis Mettmann, Nordrhein-Westfalen, 40472, Deutschland;51.276025950000005;6.824409693200497
Oberkochen;Oberkochen, Ostalbkreis, Baden-Württemberg, 73447, Deutschland;48.7855073;10.1106691
Württ.;Amstetten (Württ), Am Bahnhof, Amstetten-Dorf, Amstetten, Gemeindeverwaltungsverband Lonsee-Amstetten, Alb-Donau-Kreis, Baden-Württemberg, 73340, Deutschland;48.5783165;9.8729141
Stuttgart [-S];S, Mittlere Filderstraße, Plieningen, Stuttgart, Aichtal, Baden-Württemberg, 70599, Deutschland;48.6923025;9.2255209
Berlin [Charlottenburg];Berlin, 10117, Deutschland;52.5170365;13.3888599
München-Allach;Allach, Oertelplatz, Allach, Bezirksteil Untermenzing-Allach, Allach-Untermenzing, München, Bayern, 80999, Deutschland;48.1900336;11.4681053
Bad Salzig;Bad Salzig, Boppard, Rhein-Hunsrück-Kreis, Rheinland-Pfalz, 56341, Deutschland;50.205951;7.6323482
Boppard a. Rh.;Boppard, Rhein-Hunsrück-Kreis, Rheinland-Pfalz, 56154, Deutschland;50.2312823;7.5885884
Berlin/Dresden;Dresden, 19, Dresdener Straße, Luisenstadt, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10999, Deutschland;52.501598;13.4166474
Göppingen;Göppingen, Vereinbarte Verwaltungsgemeinschaft der Stadt Göppingen, Landkreis Göppingen, Baden-Württemberg, Deutschland;48.7031377;9.6541116
[Beilstein/Württ.];;;
LosAngeles;America/Los_Angeles Timezone, United States;40.76542365;-119.28610213100069
Montevideo;Montevideo, Uruguay;-34.9058916;-56.1913095
Tübingen am Neckar;Rottenburg am Neckar, Verwaltungsgemeinschaft Rottenburg am Neckar, Landkreis Tübingen, Baden-Württemberg, 72108, Deutschland;48.47696;8.9336788
Tübingen a.N.;Tübingen, Landkreis Tübingen, Baden-Württemberg, Deutschland;48.5236164;9.0535531
[Dassel/Kr. Einbeck];;;
Kettwig;Kettwig, Stadtbezirk IX, Essen, Nordrhein-Westfalen, 45219, Deutschland;51.3630316;6.9390184
[Frankfurt];;;
Bonn a. Rh.;Bonn, Nordrhein-Westfalen, Deutschland;50.735851;7.10066
Neumünster;Neumünster, Schleswig-Holstein, Deutschland;54.0757442;9.9815377
Soest;Soest, Kreis Soest, Nordrhein-Westfalen, 59494, Deutschland;51.5725501;8.1061259
Grand Forks, N.D.;Grand Forks, Grand Forks County, North Dakota, United States;47.9078244;-97.0592028
Zerkall [über Düren Rhld];;;
Bautzen;Bautzen - Budyšin, Bautzen, Sachsen, 02625, Deutschland;51.1813907;14.4275735
Bergisch Gladbach;Bergisch Gladbach, Rheinisch-Bergischer Kreis, Nordrhein-Westfalen, Deutschland;50.9929303;7.1277379
Gohrsmühle;An der Gohrsmühle, Heidkamp, Bensberg, Bergisch Gladbach, Rheinisch-Bergischer Kreis, Nordrhein-Westfalen, 51465, Deutschland;50.9900865;7.1302005
Herne in Westf.;;;
Teufen AR;Teufen (AR), Mittelland, Appenzell Ausserrhoden, Schweiz/Suisse/Svizzera/Svizra;47.39246335;9.389638909278212
Hamburg-Harburg;Hamburg-Harburg, Hörstener Straße, Harburg, Hamburg, 21079, Deutschland;53.4557227;9.9917669
Ansbach;Ansbach, Bayern, 91522, Deutschland;49.3028611;10.5722288
Feldafing;Feldafing, Landkreis Starnberg, Bayern, 82340, Deutschland;47.9466714;11.2905374
Bellnhausen üb. Gladenbach/Hessen;;;
Altes Rathaus;Altes Rathaus, Marienplatz, Graggenauerviertel, Bezirksteil Graggenau, Altstadt-Lehel, München, Bayern, 80331, Deutschland;48.136817;11.57705941457272
[Bonn];;;
Stuttgart-Bad Cannstatt;Stuttgart-Bad Cannstatt, Eisenbahnstraße, Veielbrunnen, Bad Cannstatt, Stuttgart, Baden-Württemberg, 70372, Deutschland;48.8014069;9.2168515
St. Augustin;Saint-Augustin, Meaux, Seine-et-Marne, Île-de-France, France métropolitaine, 77515, France;48.7858921;3.0292059
St Augustin;Saint-Augustin, Meaux, Seine-et-Marne, Île-de-France, France métropolitaine, 77515, France;48.7858921;3.0292059
[Mainz];;;
Coburg;Coburg, Bayern, 96450, Deutschland;50.258112;10.964463
Minden (Westf.);Minden (Westf), Bundesbahnhof, Rechtes Weserufer, Minden, Kreis Minden-Lübbecke, Nordrhein-Westfalen, 32423, Deutschland;52.2905618;8.9344598
[Greenwich/Conn.;Greenwich, Fairfield County, Connecticut, United States;41.0264862;-73.6284598
Freilassing;Freilassing, Landkreis Berchtesgadener Land, Bayern, 83395, Deutschland;47.8378039;12.9781408
Wuppertal[-Barmen];Wuppertal-Barmen, Barmen Bahnhof, Barmen, Gemarkung Barmen, Wuppertal, Nordrhein-Westfalen, 42283, Deutschland;51.2670229;7.1951992
Opladen;Opladen, Stadtbezirk II, Leverkusen, Nordrhein-Westfalen, 51379, Deutschland;51.0668849;7.0027715
